Crash_Score,year,Month,Time_of_Day,Rd_Feature,Rd_Character,Rd_Class,Rd_Configuration,Rd_Surface,Rd_Conditions,Light,Weather,Traffic_Control,Work_Area
2.95,2018,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,OTHER,NO
5.98,2018,5,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
2.34,2018,5,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.64,2018,5,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.55,2018,5,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLOUDY,NONE,NO
12.47,2018,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.59,2018,5,3,OTHER,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.75,2018,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
2.74,2018,5,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
4.93,2018,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.04,2018,5,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
8.64,2018,4,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAWN,CLEAR,NONE,NO
8.83,2018,5,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.22,2018,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7,2018,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
14.28,2018,7,5,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
0.84,2018,7,2,NONE,CURVE-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.65,2018,7,5,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.61,2018,7,3,RAMP,STRAIGHT-OTHER,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
5.12,2018,7,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
2.46,2018,7,1,NONE,CURVE-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.53,2018,7,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
3.66,2018,7,3,RAMP,STRAIGHT-GRADE,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.39,2018,7,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,YES
1.76,2018,7,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DUSK,RAIN,NONE,NO
9.05,2018,7,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.38,2018,7,4,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.47,2018,7,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.91,2018,7,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
12.78,2018,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
8.11,2018,7,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.05,2018,7,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
4.58,2018,7,6,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
22.38,2018,7,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
4.17,2018,7,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
8.51,2018,7,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
2.98,2018,7,2,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
9.12,2018,7,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.78,2018,7,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,STOP-SIGN,NO
0.93,2018,7,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.72,2018,7,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAWN,CLOUDY,NONE,NO
2.71,2018,7,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
6.09,2018,7,3,RAMP,STRAIGHT-OTHER,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.03,2018,7,5,INTERSECTION,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.11,2018,7,3,NONE,CURVE-OTHER,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
4.32,2018,8,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
7.26,2018,8,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
11.59,2018,8,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
2.15,2018,8,6,NONE,CURVE-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
5.87,2018,8,5,INTERSECTION,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
2.33,2018,8,5,DRIVEWAY,CURVE-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
3.82,2018,8,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.75,2018,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.47,2018,8,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.66,2018,8,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.1,2018,8,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.88,2018,8,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.27,2018,8,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.37,2018,8,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
7.37,2018,8,4,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.47,2018,8,3,DRIVEWAY,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.48,2018,8,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
0.51,2018,8,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.38,2018,8,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.36,2018,8,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.12,2018,8,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.57,2018,8,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.6,2018,8,6,NONE,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLOUDY,NONE,NO
4.62,2018,8,1,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
1.63,2018,8,1,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,COARSE ASPHALT,WET,DARK-LIT,RAIN,SIGNAL,NO
3.72,2018,8,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.89,2018,8,6,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.63,2018,8,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.17,2018,8,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
4.21,2018,8,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.47,2018,8,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.23,2018,8,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.17,2018,8,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
0.83,2018,8,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
5.98,2018,8,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.3,2018,8,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.14,2018,8,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.02,2017,8,2,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
8.38,2017,8,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
2.81,2017,8,4,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.85,2017,8,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.39,2017,8,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.56,2017,9,2,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-NOT-LIT,RAIN,NONE,NO
3.43,2017,8,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
0.45,2017,8,3,INTERSECTION,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
4.96,2017,9,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.33,2017,9,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
2.41,2017,9,5,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.37,2017,9,4,NONE,STRAIGHT-LEVEL,OTHER,UNKNOWN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
19.76,2017,9,6,NONE,STRAIGHT-OTHER,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,STOP-SIGN,NO
1.93,2017,9,5,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
9.17,2017,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
8.09,2017,9,1,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,SIGNAL,NO
4.67,2017,8,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.97,2017,9,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
14.12,2017,9,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.36,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.92,2017,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.1,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.06,2017,9,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
7.39,2017,9,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
4.64,2017,9,6,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
19.87,2017,8,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
16.84,2017,9,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.91,2017,9,5,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
4.44,2017,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
10.46,2017,9,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.27,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
7.53,2017,9,4,INTERSECTION,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
14.87,2017,9,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.49,2017,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
2.86,2017,9,6,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
3.61,2017,9,6,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
21.29,2017,9,6,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,WET,DUSK,RAIN,NONE,NO
9.71,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.1,2017,9,4,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.96,2017,9,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.48,2017,9,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.89,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
7.74,2017,9,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
2.78,2017,9,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.69,2017,9,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.76,2017,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
14.08,2017,9,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.47,2017,9,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,NO
6.61,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
0.65,2017,9,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,STOP-SIGN,NO
4.48,2017,9,4,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.35,2017,9,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
11.71,2017,9,3,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
13.71,2017,9,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.02,2017,9,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
5.88,2017,9,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
11.51,2017,9,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
2.77,2017,9,3,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.11,2017,9,2,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
2.99,2017,9,3,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.83,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
1.33,2017,9,6,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
16,2017,9,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
